tweet	label
@user @user we should meet her face to face ! she will not be speaking like that much longer . she is a horrid person ! somebody will teach her that you reap what you sow . she will find out the hard way . she is just ugly inside ! ! ! fubar !	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user exactly that s what liberals don t understand we will die for our loved ones	0
@user getting out of the paris climate agreement is what 6 4 m voters wanted ! obama committed us to <money> towards that agreement ! we keep paying for the third world countries and we are going broke ! it does not help when places like cal . have 3 m illegals either !	0
@user i think its the hope for her abuser to get better that hits me . she is so brave and strong to say she prays for him to see the light .	0
@user @user @user that ' s expected if you placate the violent leftists / terrorists . kavanaugh confirmation woke	1
@user @user @user i m just pointing out it was the liberals that made this distinction . i am a buddhist . i totally understand the global perspective . it s just disingenuous to say your for a country but then say your for the globe .	0
"@user @user she ' s right , she ' s not one of , "" she is "" the one and only . "" """	0
@user @user @user haha yeah funny communists liberals destroying usa want usa2 like venezuela china north korea perhaps why not just move2 your perfect country instead of desperately trying 2 destroy the usa that my founding fathers fought died <number> our freedom ! shed blood for ungrateful communists !	1
@user aa mr . bean should crawl back under his rock .	1
@user @user @user @user please don t confuse liberals with facts	0
@user does he know who you are ? lol	0
@user how about as a republic ?	0
"@user al franken had a photo of him assaulting a woman and liberals called it mock groping "" . the woman accusing kavanaugh already changed her story from four guys to two at the alleged incident and will not even testify . """	0
@user flake . . . . well named .	0
@user i don t trust kanye right now . i might not like that shit .	1
@user @user @user blocked me also . i do not even know who he is	0
@user grew up listening to k.i.d.s shit breaks my heart rip	1
@user @user i think we should . but no i don t think most american do . we divide ourselves in groups along social issues ( conservatives or liberal ) . probably because we don t have a labor party . or a party that truly cloaks itself in labor identity .	0
@user im down in <number> minutes if you are	0
@user @user he is revolting .	0
@user haha true . she is sad but doesn t need the validation so just let her and her followers keep spreading the hate they have for truth .	0
@user @user you are so good are u serious omg	0
@user can we all agree to pray for big dumb mike to keel over of a heart attack . he looks ripe .	1
americans are a people of the creed ; a family in faith ; formed by an idea and united in defense of the singular concept of liberty . wwg 1 wga maga url	0
@user @user @user niggaaahhhh	0
@user @user @user @user @user @user @user @user @user @user @user yea cuz mushroom penis syndrome is definitely an impeachable offense $EMOJI$ maga	1
@user awesome job mr . president trump ! ! maga	0
. @user & @user student loan refinancing plan would give every single student loan borrower a tax break & let hundreds of thousands of borrowers have immediate lower interests rates at <number> net cost to taxpayers . @user has <number> years . he did nothing . he is a liar . url	1
@user antisemitism is alive and well in the uk !	0
@user until he is dead . because even after he is out of office he will likely command the news cycle for a long time .	1
@user give him the oscar ! !	0
"@user @user @user @user i do not know how they said they are not gay tho . "" and "" and by liberals you mean conservatives . "" sounds like me being upset . as for why it matters , if it does not matter then why go to such lengths to deny that they are gay ? there ' s straight couples , why not just let them be gay ? """	1
nikes attempt to alienate more than half the country grabbed so much attention nobody noticed levi s going full gun control and partnering with the clowns from everytown . if a leftist company goes woke and nobody notices does it make a sound ?	0
@user @user @user @user @user @user @user i can assure you i have no delusion that he is god ( little ' g ' ) like .	0
@user @user @user no that is it the mind set of gangs in chicago where the toughest gun control laws are and it does nothing .	0
so summer camp is relatable to detention centers ? liberals will paint any picture to get a non - existent point across . maga url	0
@user @user zero evidence lmaooooooo i love seeing liberals squirm at shit like this $EMOJI$ $EMOJI$ $EMOJI$	1
@user @user this hurts to look at	0
"@user @user i let it go when you said we can take away their ammo "" when talking about gun control . i said , maybe she just blurted that out , did not mean it . but you are proving to be a leftist . that ' s fine , i can still like you , but i do not trust you anymore . """	1
lib dems also have a share without their support conservatives would never have got austerity through . all for the price of plastic bags . url	0
@user if they do this then i am all for the former in that scenario with regards to antifa .	0
times up twitter pro - life organization president slams twitter for bias url newsmax via @user	0
@user @user poor baby .	0
@user @user @user @user @user crushing a pc player with kb / mouse with controller in a fps is unrealistic . unless he is playing games for the first time or using keyboard mouse for the first time	0
@user i am not running off so to speak . it s just how it works . you are all healed . my job is done . it is the way of our world . they are expecting me back . ~ sighs and takes a deep breath before straightening out the non existent wrinkle in my shirt ~	0
@user yeah she is	0
"@user fyi , the radicalism "" is all on the left ! you sob ' s started with occupy wall street , when that failed , you got blm started , and that failed so you put together antifa . . . we know what you have done . . . . you will go to gitmo . """	0
@user presenting her new work on how social psychologists should challenge our perspective on the differences between conservatives and liberals at dgps2018 url	0
"@user they have morphed into antifa . antifa gets better coverage and that all important soros cash ! ie : i am so upset about you know racist stuff and trump and children in cages and everything the like that , ya know ? "" """	0
@user @user @user @user @user @user this is the antifa party & all of a sudden they expect us to believe they care about anyone besides themselves . nope .	1
listen carefully . @user @user q anon qanuck ask the q we the people the great awakening the storm maga wwg 1 wga url url	0
"@user @user reading when the letter does not say that they know ford . unlike the kavanaugh letter where the women say they do him . the left wing "" liberals are not threatening this woman ' s life . """	0
. @user thinks he is a funny man . but think is the key word . . . because he isn t that funny . allin on lonnie isnt funny march on from walker	0
@user this is absolutely unbelievable . so these protests and mobs are run out of the state dept . ? ? ? how about antifa ? ? no wonder they all wear masks . probably govt . employees using their pto ' s . it would explain how so many people can show up anywhere on a weekday .	0
@user i never call you an american ! maga	0
@user @user paul manafort is a legit trader but because he works ( ed ) for trump . i guess it ' s not a big deal to conspire against your country anymore . maga	0
@user why only a fact - checking tweet for a democrat ? i would expect these tweets for all political candidates ? or does the ap only do this for liberals ?	0
@user @user the us open has treated her poorly with the whole controversy over her outfit . bottom line is she was treated differently because she is a women of color and this would never happen to a man . the usta better soon recognize that she is women s tennis and act accordingly ! !	1
"@user @user hillary was blaming women not too long ago . better hope the uneducated "" do not show up to vote again . it is not so much that liberals are ignorant . it ' s just that they know so many things that are not so . """	1
@user @user we are the judge dredd ' s of our nation . tuesday morning wednesday wisdom wednesday motivation wednesday morning maga kag make america great again keep america great america first 2 a 2 a defenders when libtard democrats call you . . via $EMOJI$ @user twt : url url	0
@user @user @user i want gun control as a student but as a person of color i have to keep myself armed i will be taking gun lessons away from the nra because i know how despicable and evil they are . i wish there was a simple answer to guns . gun control doesn t work when we are a checker board .	0
@user griexsevia	0
@user weird california has all the best gun control	0
@user epic fail on that front . hopefully she will succeed in the future .	0
@user thank you don jr ! you are absolutely correct !	0
@user @user proud gun owner here . gun control would definitely fix it . plenty of societies have solved this problem . we can do much better than this .	0
@user did the view just exposed crooked hillary through omarosa ? $EMOJI$ $EMOJI$	0
@user go away already !	0
@user god help us !	0
@user @user @user exactly ! she was sorry till she found people to cosign her bullshit . idiots . the pair of them .	1
@user a proven record of failure so why not .	0
@user amazing that the dems are always the ones who hear the whistle .	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user hahahaha that was like a vacation with a bunch of liberals . oops $EMOJI$	0
@user @user funny how so many liberals throw around the word bigot when someone has a different opinion . url	0
@user this liberal is pissed that anyone would give that disgusting pos an award for equality . and . . . . f . u . for including all liberals in this bullshit decision by the hrc .	1
@user this is why women lose their credibility - she was empowered ? ? ? ohhhh me too ! these women and liberals have high - jacked the movement for women who really have been abused . disgusting	1
@user the greatest generation and the original antifa thank you for freeing us from nazism !	0
@user @user @user you are not helping people your case lol	0
@user oh that s racist . big lips / big butt / big nose . that doesn t even look like her . also she is about <number> pounds to big . it also creates the image of the typical black woman with attitude . it s so racist . url	1
"@user fighting for the oppressed "" ? puleeeze """	0
@user @user she is the ceo of atmos research & consulting she profits by spreading gloom & telling cities how they can combat climate change snake oil salesmen are cheaper on taxpayers url	0
@user hahahahaha - sure - she s just a spoiled brat - and goes berserk when she s beaten -	1
@user @user @user he is	0
what every day post - fisa declassification is going to be like for patriots . great awakening drain the swamp maga @user perp walks will make spectacular christmas gifts q anon url	0
@user @user she is an ugly black hearted troll url	1
@user fantastic ! ! ! the alamo is sacred to us . she is a blight on the history of time . better left erased ! !	1
@user @user the sort of thing antifa and the socialists of @user would cheer .	0
@user @user i think you should ask @user what she means . i do not think she is talking about passion . she is talking about the other destructive behaviors in youth sports . we should let her expound further before jumping to conclusions . i do not think she insinuated passion though .	0
@user the first person got it by having sex with animals . .	1
@user omg $EMOJI$ ! ! ! ! ! he is ? ? ? ? ? ? ? ?	0
"@user @user jesus will save us . we just have to ask . jesus saves $EMOJI$ $EMOJI$ $EMOJI$ i pray often . included in my prayers are for god to also save connecticut & the usa . i think we need more people praying . living on a praaaaaaaaayeer ! "" $EMOJI$ url"	0
@user @user the active duty personnel i know think he is a dangerous fool . maybe <percent> of racist military klansmen support mr . traitor - pants .	1
@user @user @user i understand how u feel but that s something the liberals would do . they go low . we don t . please . we re not antifa . they r we re not going around shooting at conservatives . they do . we re not the lying communist socialist lowlifes . they r let s not act like they do . thank u	0
* maga sense is tingling * url	0
@user @user thanks so much - this was an excellent thread . definitely going to be taking a look through upcoming class offerings ( and hopefully able to take in the siwc presentation you are doing ) .	0
@user niggaz buying pussy bitches trying to buy love . . .	1
"@user @user @user @user what you are doing is so irresponsible & i believe that ur smart enough to understand how evil you are . if the fbi or jd had some plot to thwart dt , all they had to do was leak "" to the press that he was being investigated . they did no such thing . u know you are wrong , that ' s evil ! """	1
@user @user this is super underrated	0
@user can somebody please put him back in his coffin .	1
@user i wish liberals would keep their promises	0
@user . . . and we re still not listening all i hear is mumbojumbo .	0
@user @user @user alien - ilegal ! see ?	0
@user yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user andre cury earned <number> million from neymar ' s transfer to psg .	0
@user the fbi has made it so that @user cannot buy a cell phone nor his calling cell to now calls after <number> pm and weekend now but he can use his office phone <phone> he like to say he is someone else and hate me for call to fbi worked and back and know safe & llook	0
@user yee yee	0
@user self defence is justified but that is not what antifa does is it ! ! !	0
"@user @user why rw preaches racism rw luciferian cult i keep saying and its not simply rhetoric . . . these people are not by any bible definition christian anymore than the christian "" conservatives who attended public lynchings of blacks often held as public spectacles on sunday after "" church "" url"	0
@user hahaha the goofball is losing money and is still to dumb to know why . .	1
@user @user & his fellow democrats always put partisan politics before country . the american people laugh in his face as he lies and tries to bring down the most successful president in generations . why are socialists like @user so eager to collapse the economy ?	0
@user yea your the bitch on the right getting smacked url	1
@user @user she ' s an absolute queen . @user thank you for being the strong and emotionally passionate woman you are !	0
americans are smarter than you think . maga vote red 2018 red wave rising 2018 save our country vote dems out url	0
@user you still doing music ?	0
@user @user further proves antifa members are larping . . . you clowns not john wick and this not imagination land .	0
@user you are my hero ! !	0
@user he will get what he deserves in the mens prison . . . . . . . .	0
@user i understand how regulations work . do you understand government can t control everything . do you understand most of those regulations stopped business growth . trump isn t politically correct i get that . but he is doing what s right for america .	0
@user he is not supreme court worthy	0
rape culture : prominent conservatives rush to the defense of brett kavanaugh in wake of sexual assault allegation @user url	0
looks like a big group ! way to lean into to team trump @user maga url	0
"@user @user how am i villifying him ? he literally did have a <number> hour rant about imaginary bolsheviks and how women should just stop complaining . if you think that is no true wrong "" , then well , i got news for you buddy : it means you are as shitty as he is . """	1
@user @user @user lol only ones i see attacking anyone is your crybaby liberals	1
"@user @user @user monte mcnaughton , who once accused the government of failing uphold the rule of law when he sided with campers over an indigenous group so , surely he is equally concerned about a government trying to rig an election you can t pick and choose who is subject to the rule of law """	0
@user @user @user share the love you are my top influencers this week	0
@user @user @user @user did you attend governor abbott s meetings on solving gun problems in school ? ? i guess not ! i did ! there were excellent discussions on using guns to protect & defend ! what s your point ? you stand for gun control & <percent> of real texans will not have their guns taken away ! !	1
@user @user the republicans are against nancy pelosi because she is for the working class . they demonized her because she does not help the rich . thank you nancy for your service and being for the little guys .	0
@user all conservatives are bad people	0
@user oppression . . . we need to start a movement . could be worse they could be antifa dogs <happy>	1
@user it ' s ok . $EMOJI$ $EMOJI$ i am glad you are ok . $EMOJI$ it ' s good you had a nice safe and dreams .	0
@user @user now you understand why conservatives fear expressing their true beliefs . if you don t buy into the dominant liberal narrative about social issues you become persona non grata . ask james damore .	0
@user can not take what they dish out ? joe you are a snake that should be hung by the neck on a live cnn feed .	1
@user about as high as he is	0
@user are you saying they ll become another victim of the clinton s ?	1
@user you are definitely living outside dc . i can t get this book through amazon in va for two weeks becaus it s back ordered . the first print is <number> m copies !	0
. ^ ___ ^ ( ) / ooh ! you are the $EMOJI$ capricorn ! $EMOJI$ your today ' s matches : $EMOJI$ love : $EMOJI$ scorpio $EMOJI$ friendship : $EMOJI$ gemini $EMOJI$ career : $EMOJI$ libra $EMOJI$ your today ' s star ratings : $EMOJI$ love $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ mood $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ money $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ career $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ bal says . . url	0
@user @user just imagine if dr ford was a member of a minority . antifa would be firebombing the judge s residence . identypolitics	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user nope .	0
@user you are the coolest	0
@user uhh . . he is so cute . . i do not know what it is about a strong man ' s man i luv . . lol . . especially that can fight . . i guess bc i had to grow up being able to hold mines being so short to the point you do not have to worry about fighting anymore . .	0
@user do i care $EMOJI$ pe . hope they fold like a cheap table . wonder what the spoiled primadonnas do when their huge salaries can not be made . bet it will not be bailed out like gm & too big to fail banks were	1
@user i loved the house bunny . and the remembering names voice was funny . my family and i watch mom it s great . i m a recovered addict or moderately recovered if you are one who counts pot lol . it s a very good show .	0
@user bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist i can t listen to u2 again	1
<number> reasons your right - wing friend isn t budging on gun control url	1
@user liberals have turned everything into a <number> ring circus .	0
@user god help us . the woman cant even get coherent sentence out of her mouth .	1
@user @user because the average american has <money> lying around to buy a new glock . more likely mr . antifa will be using his unemployment check to purchase some dental work or a casket .	1
@user yeah because godless liberals hate truth an facts	0
"@user i have found that my younger women doctors do not ignore me when i say i know my body , and are more inclusive of everything . the hospital even updated their sheets to include non - binary "" for gender and "" sexual identity "" instead of the common "" sex / gender "" m / f options . """	0
@user @user i do not like the idea of supporting this company . url	0
@user @user how about charges against ellison with <number> calls to validate and this was not when <number>	0
@user @user as fat as he is president trump will be the last president moore ever see ' s	0
"@user i dont think at your job is the place to protest perceived police violence or whatever you are protesting "" . if you really cared go to your local pd and protest there , taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant . """	1
@user stop	0
@user who talks shit on buff chicken dip dude it s buff chicken dip	1
"@user @user @user i did not see the referred to tv segment , and i do not support the response , but it is very easy to see how you , as a race baiter , can bring out the emotions you are trying to elicit . it is unfortunate that ur willing to sacrifice black people to make you such a big man "" . """	1
"@user he ' s there i think , he ' s not important , you are . you are important to me "" """	0
@user @user @user @user daveb the most boring man to have ever graced simb . thank fuck he was run off the bored	1
@user she is so sweet	0
@user that did not work now did it ! ! maybe he needs glasses ! ! ! !	1
@user my daughter is working toward being a teacher . tell your hubby to support gun control so she gets that chance and isn t shot at school .	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user you are a glutton for punishment . you will never see eye to eye with any blue wave drinker on this topic . till you agree to ban all guns . especially the scary ones .	0
@user @user @user this is what i get from twitter liberals . url	0
@user another crazy liberals	1
@user @user just leave it . there ' s not point to this . the only ones who will win this war of words are raytas / liberals / dravidanadu - vallahs and other secessionists .	0
@user shitttt . i do & does .	1
@user would you resign with the boys ? just curious and honest question have you gained any perspective of why yall parted ways ? being serious cuz you are a bad ( positive ) receiver !	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user just keep putting your violent liberal antifa with their kkk hoods beating up strangers they know nothing about out on the streets for voters to see . that will do it . voters love violence & lunatic liberals out of their minds . take to the streets violent liberals !	1
@user has this guy got acorns in his cheeks or what . lack of walking around sense is astonishing with liberals .	1
@user @user whistleblower must be the only non kid toucher behind the vatican walls .	0
"@user you are my only friend "" on twitter . i joined this cia / nsa front group to keep the lion meat fresh . but there are alternatives that are not enmeshed in the anal cavity of the deep state . perhaps you might consider them . i would switch in a ny heartbeat and close the account . """	0
@user why aren t you speaking out against the injustices that are still occurring to the windrush generation / black britons whose records theresa may destroyed as home secretary and whom now she is deporting as prime minister ? institutional racism	1
@user @user @user @user @user @user @user preach it ! god ' s people deserve better ! url	0
@user yessir fam	0
"@user attention . @user is publicizing an antifa target list of trump supporters . some names are high profile and many are random trump supporters . please report him to twitter ! they have not suspended his account . chick the list for your name under lists "" . """	0
va 10 voters will not accept a congresswoman who stands with the nra as shooting after shooting devastates communities across the country . we need common sense gun safety laws and we need them now . url	0
@user pro rate them just as you are the beginning positions .	0
@user @user @user his paycheck will hurt her feelings $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$	0
just imagine the tyranny we d be living under had these leftwing tryants waging war on us and our duly elected president and the american republic itself gained tyrannical control of the us supreme court the neocon s never trump crew was trying to deliver to them ? maga	0
@user early antifa group . heavily armed but look happy . url	0
@user @user @user @user @user @user @user i just looked . she just advertises a horror movie she is in .	0
@user the woman is not accusing kavanaugh of stealing her lunch money . she is accusing him of assault . he needs to take responsibility .	0
$EMOJI$ $EMOJI$ $EMOJI$ @user rocks maga $EMOJI$ url	1
@user @user prove your claim or be exposed as the lying piece of shit you are . meanwhile . . . url	1
looking into the shooting in maryland but no info since the feed is nothing but protest . why do the gun grabbers not want anything out . we know it was a female . maga	0
@user he is leaning the wrong way	0
@user @user @user @user @user @user this is why we follow each other - such peace in my twitter avenue is amazing url	0
"@user @user if not a terrorist organization "" , how exactly has antifa not been named a criminal organization ? """	0
@user bullshit .	0
@user @user @user shit up	1
* finally at my sister ' s apartaments * instant reminder that she is ungrateful brat and i am much more happy without seeing her	1
@user and the rest of the democrats love antifa and their alinsky tactics . democrats are dangerous url	0
@user is shaking while answering question clearly she is no comfortable on poli	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user why would that matter to a bug ? seems that you are having some kind of mental attack or something . maybe you should ask for help .	0
@user you are all recycling of liars	1
@user @user and they aiming right way you whooo whooo !	0
@user is way too good to be out of the nfl . he is better than quite a few starters in the league and better than all of the 2 nd & 3 rd string qb ' s in the league . give kap a chance im with kap	0
@user if you are displaced its on facebook watch . . . *disclaimer* - facebook watch kinda sucks .	0
@user madam will never respond . she is among those who see nothing good about pmb and his administration . it sucks .	1
@user @user @user @user @user all business owners are involved in lawsuits on a regular basis . it is whatbour society has become . liberals constantly looking for a handout .	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user lies on top of lies that is the antifa and democrats way	0
@user oh i never had any doubt . . read all about the dirty wars too . . he is a slovenly pos . . jesuit who worships satan . .	1
@user @user @user we need gun control laws to be safer and changed in florida . this is why i am voting for the democrats to help make our environment and health care better for us all ! please get out and vote !	0
@user he had to say this . its the only way his players will trust him . he doesnt really believe it .	0
@user @user @user @user not good - is this what your followers wanted ? @user url	0
@user @user clearly this amazing little girl has the ability to put herself in other ' s shoes . she shows empathy which some children do more than others . she is able to distinguish right from wrong no matter who puts her to shame or tries to bully her to conform . she is a hero	0
@user @user @user @user @user @user they can t . his a sheep . just follow along with fake news and put everyone who can think for themselves as kkk . antifa wannabes	1
@user fuck em	1
@user @user andy . like ur reflex use of cliches n slogans . u must practice a lot . have u thort of writing for a greeting card company ?	0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user anarchists are left wing extremists . they stand with antifa .	1
. . . congratulations . you are truly the greatest speedster the world has ever known .	0
@user what a handsome boy ! reminds me of one of my fosters a little bit . sorry i don t have a better picture - she is one of the ones that got away . i d have <number> if i could . url	0
@user never again we need gun control . it s enough ! do something @user	0
@user why are the tweets that conservatives are retweeting with comments suddenly unavailable ? i cannot see what they re talking about if the original tweet is no longer available . anyone else noticing this ?	0
@user empty headed ginger hammer	0
@user the war on honest conservatives - antifa	0
@user so she can t be effected by the radiation but killed . i hope he mentions lady gaga witch . since she is the only known immortal witch and supreme	1
@user good lird she is a disgusting representation of a human being	1
ahh my ears hurt from listening in the earphones . . still his voice was sexy	0
@user @user the clinton news network strikes again .	0
@user love everything you are doing including you yourself . your voice vibe body sound flow is all awesome and yummy . will be waiting for the next song u make . good luck on your journey .	0
@user @user @user @user @user @user @user @user get your point but not sure how many years they were in different districts total ? but teams in same district can still meet up in semis in the old district format from <number> - <number> . in fact a district runner up won the 3 a football title a year ago .	0
@user @user so victoria ' s secret will not sponsor trump any more . i hope they realize how much of their crap trump has sold for them to antifa ! url	1
@user @user wow ! you ' re exactly like antifa ! you say you are against radical influences but you are the most radical of all ! de - platforming anyone that disagrees with you ? did you pull that one straight out of hitler ' s playbook ? can you get any more nazi fascist ? look behind you ! it ' s karma !	1
@user @user @user @user love this .	0
@user @user @user @user @user @user thanks mum !	0
@user get that boy a pie ! stat !	0
@user @user he is truly adorable . happy birthday baby boy $EMOJI$	0
@user the only thing this is going to do is make the me too movement even more of a joke than it already has become . i do not think anyone is falling for this bs except for maybe antifa .	0
@user @user @user shit i ' m sad ! ! ! $EMOJI$	1
obamas lying skank maria harf dn cwbore lying skank kavanaugh confirmation christine blasey ford red nation rising kag maga ccot @user url	0
@user these you are too young responses are condescending af . personally i have no issue w / wire coat hangers being used to protest b / c god forbid women do not have access to safe abortion some may try any method to attempt a termination . . . esp teen girls	0
@user i think he was black . but thank god the police here behaved professionally . she is scary !	1
@user @user @user return of the milk snatcher just when you thought tories could sink no lower .	0
yemen tries gun control url the economist	0
@user there were no abuses ! that s the point bill ! you just did what liberals do . condemned a man with zero evidence . if a conservative woman would of accused him ? maybe ! seems only liberals get groped ! go figure ! what are the odds ? @user	0
@user hell ya	0
@user never had . let us fuck it up .	1
energy independence : a ' bi - product ' of donald trump ' s relentless pursuit to maga ! url	0
@user children should be seen and not heard ! ! !	0
@user @user @user way to go david $EMOJI$ i love it when someone can send the liberals into a tessyfiy in the morning . keep up the fight .	1
"@user when she ' s wearing her hero ' costume ' she / is / completely invisible so . . . . yes ? "" url"	0
@user @user this video made me join antifa .	0
"@user if you are trying to use the word pet "" as in like . . . a term of endearment towards another human you can just use "" chouchou "" """	0
"now i know we have a lot of people to feed , but these two ? these are mine ! now go back to feeding people , i ' m starving ! i haven ' t eaten in at least <number> minutes ! you need a maga hat ! "" url"	0
@user i think she is one of the oddest people i have ever seen . how did she get elected ? but then again i find myself asking that about any liberal . $EMOJI$	0
@user i am hoping it ' s a joke . antifa are morons and have no clue how many people carry backup guns . their disarm them stunt will make them a lethal threat in most states . do the math on what will happen . silly antifa goons	1
@user @user @user she ? to whom are you referring to ? hillary ? you know what is tiresome ? bernie supporters bashing hillary clinton . she is an actual democrat who raises money for the democratic party and doesn t bash them . she has a positive message . so who is dividing the left ?	1
@user fool	1
<number> positive : trump is mobilizing democrats & liberals like never b / <number> - get involved ! never again resist impeach trump mueller time url url	0
@user no prob ! ! ! she is really well made !	0
@user apparently he had a photoshopped mustache as well !	0
. @user i urge you to stop facebook from censoring conservatives . url	0
@user @user @user haha you liberals are so desperate it s hilarious . trying at all ends to set him up . this bs last minute stalling tactic about the alleged hs incident and the bait of emails that were sent to him . and people wonder how trump won ? because they re tired of democrats and their crap .	1
@user @user @user @user have become the party of the sky is falling and we are all going to die . what a sad bunch .	1
@user romy omfg im sooo glad i met you too bff for life ! you are the best i love talking to you	0
@user go to hell ! this is not queen for a day . i believe you less and less with every bit of bullsh*t you pull . you are nothing but a lying demonrat ! maga trump 2020	1
@user reason is he is in a small market on a mediocre team .	1
@user she is awesome . thanks	0
@user @user nice pic	0
"maga great thing about hurricane florence : did not have to hear the bionic woman with the amazing memory "" talk about a party <number> million years ago url"	0
"@user twitter has a clear leftist agenda as seen in all the comments from conservatives asking , why is this leftist shit in my feed ? "" we did not ask for it . we do not want it . stop trying to push it on us . """	1
@user i just know my family lives out west . hard core conservatives . they love bernier . all their friends love him . that is going to split the party . alberta is huge pc block . not my politics but you can t choose family . $EMOJI$	0
@user shut up man you are useless	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user semper fi marines and follow all maga	0
@user by which point the fuckingclass was nearly over . . . lol !	1
@user hmmmmm no one is doing anything so maybe don t change pitchers every batter . also if he is this genius maybe he should realize this team peaked a month ago .	0
@user if bobby is fit thats exactly what i would say but not sure if he is or not	0
@user let us get to the bottom of this ! dm me your zipcode and i will check it out . we have your back and we will make sure you are enjoying the best that tv has to offer asap ! * nevinbruce	0
@user @user @user you gotta prove to the world who you are bale !	0
@user oh i fucking love latex hmu ifu got q ' s ive been using it for years	1
@user @user @user check this ad out . super creepy people are pointing out a disturbing problem with this republican election ad url	1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user i havent checked it so i cant say anything .	1
buying this today best of luck on your new book ! @user maga url	0
@user yes she did . she has sat in on many public hearings including facebook . she is a ploy	0
@user do not bury the lead fam ! it has nothing to do with gun control laws and everything to do with the demographics of those cities .	1
@user @user @user to what ? chicago already has thf strictest gun control laws in the country . . .	1
@user like the way antifa does ? or mad maxine ?	0
"@user democrats want more gun control . i say go to the range and practice , . . you will get better . "" nra maga url"	0
@user <number> minutes is the one that had bragged about her and her story . you guys thought it was great she was female ceo . that was your story . now she is the evil one . cbs - why do not you verify before your reporting ? ?	0
@user @user @user @user @user @user @user @user @user @user @user @user @user yes we do . i have been campaigning for this for years	0
@user they are hoping all over it . but then they are probably the biggest crowd of racist bigots in the country they back antifa	1
@user looks like the jokes on liberals again . fort trump poland booming economy url	0
@user amazon pets this is bonnie she is <number> years old and very friendly she has been through the wars as she got attacked by another dog . she would love to be the face of amazon pets url	0
@user @user you will be sadly disappointed as they conservatives are also marxists . . . they now control a police state . . . . . . . . . only ukip will set the country free	1
@user @user damn straight he is . nothing but good vibes coming through november $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$ $EMOJI$	1
@user good game man	0
all this talk about trump ' s dick allegedly looking like toad from mario kart this is the only thing that has been accomplished . only now the libs are picturing a <number> year old man naked . maga url	1
@user @user @user @user @user @user @user @user @user yes ! you are !	0
@user oh shit .	1
@user every one of them need to be put away for life	0
"@user @user businessmen need to stay in business , or they go out of business democrats who dont walk away have a hard time with concepts like profit "" and "" results "" , so no worries if you are still perplexed china ? all the more reason we need trump tariffs trump train maga """	0
@user @user google needs to lose its <number> - 3 c privlages .	0
@user nope ; i was fortunate to be online when he posted it . sounded like bullshit to me at first too until a few other celebs chimed in . daffy	0
@user @user @user listen to general flynn speech . read his plea deal wwg 1 wga maga the rain makers q anon q army url	0
@user nigga say he a stretch big $EMOJI$	0
@user i ve been asking myself the same question and it s because he is such a phony . if he is such a fan of cleveland why is and he still playing for the cavaliers the pos . he s trying to save face with the fanbase and it s so obvious that is his fakeness ! but stupid people will buy in	1
@user u a bad bitch now lol	1
@user judge roy moore will masterbate to this story . maga	1
@user @user obesity high on the list . but people still care more about gun control url	0
@user @user don t ever stop lil ma *cough* eddandflow *cough* oh shit is that my snapchat how d that slip out ? ! . . . add me $EMOJI$ $EMOJI$ $EMOJI$	1
@user @user calling conservatives hillbillies . . . hmmm that s original . funny how many poor hillbillies you tweet about have incomes and iq s <number> times higher than you . your humour sucks btw .	1
"elections news : gun control group ' s political arm pouring millions into midterm elections news headline news "" : url"	0
